X_318,X_1744,X_1176,X_1286,X_248,X_1954,X_2096,X_2841,X_136,X_973,X_1949,X_1162,X_1743,X_240,X_996,X_1347,X_2800,X_189,X_1373,X_1268,X_957,X_1358,X_1786,X_1714,X_1756,X_2785,X_1799,X_380,X_308,X_999,X_954,X_1033,X_1214,X_1534,X_1174,X_1666,X_1078,X_354,X_1646,X_1282,X_1375,X_1750,X_1155,X_1370,X_1204,X_1195,X_2797,X_1770,X_2794,X_1774,X_2703,X_1226,X_2747,X_2027,X_1247,X_1288,X_1300,X_2018,X_2739,X_2097,X_1389,X_1244,X_285,X_1260,X_1668,X_1273,X_1686,X_2788,X_1856,X_1558,X_1416,X_1424,X_1349,X_379,X_1818,X_1854,X_1379,X_1562,X_1792,X_1263,X_1340,X_977,X_1152,X_1736,X_1017,X_1341,X_2793,X_967,X_2766,X_1716,X_1418,X_2048,X_1794,Y_Quality,Y_Class,PRODUCT_ID,PRODUCT_CODE,TIMESTAMP
,2.417432271,48.0,0.8,,8.56e-05,2.79e-05,39.62,228.0,28.25625,4.57e-05,30.175,9.99,40.4,6772.0,1.96875,23.96153846,8.23,0.0,0.1,29.909375,47.59375,0.03143253,1.744325031,0.035187376,22.92307692,15.7,0.0,,464.0,0.0,591000.0,8.0,16.77777778,1.0,30.4,-2.0,,27.6,17.0,12.0,0.044725757,172.8,12.0,4.0,5.0,23.26923077,0.5484625870000001,23.0,0.051960578,3.87e-05,1.0,180.0115385,2.7300000000000003e-05,22.0,186.0,0.1,3.34e-05,249.98346150000003,9.95e-06,0.49,4.0,,19.0,30.0,0.1,3.01,23.03846154,2.126320516,9.0,10.35625,32.890625,14.4375,28.0,1.853760147,3.271377015,29.0,43.0,0.034143546,3.0,24.4,157.5,168.2,1.50327077,395.0,24.2,24.0,10.29375,205.0,0.0,22704.0625,1280.0,0.660490715,0.531503175,1,TRAIN_010,A_31,2022-06-13 6:36
,0.965236881,45.0,0.8,,7.15e-05,1.89e-05,39.65,414.0,28.10322581,3.75e-05,30.20322581,4.65,40.5,6793.0,2.290322581,25.23076923,8.0,0.1,0.2,29.93225806,45.8483871,0.037284946,2.580366174,0.053150498,23.80769231,15.8,0.0,,468.0,-5.0,593320.0,20.8,16.44444444,0.9,30.4,18.0,,28.0,19.0,17.0,0.065866884,166.1,19.0,4.0,4.0,23.65384615,0.35271109,24.11538462,0.0574242259999999,3.34e-05,1.0,180.00769230000003,4.57e-06,22.0,187.0,0.1,2.13e-05,249.9807692,3.61e-06,0.53,3.0,,22.0,30.1,0.1,2.51,22.57692308,2.264930795,9.0,10.33548387,33.2,14.87096774,28.0,1.985663622,3.720859904,26.0,38.0,0.031219085,5.0,24.47419355,157.6,154.6,1.00206276,400.0,24.21935484,25.0,10.07419355,204.9,0.0,22790.32258,1280.0,0.427734652,0.539149206,2,TRAIN_011,A_31,2022-06-13 6:44
,2.94895522,47.0,1.1,,8.540000000000002e-05,2.7e-05,39.58,228.0,28.54516129,4.79e-05,30.2,9.95,40.4,6819.0,3.967741935,24.0,8.23,0.0,0.2,29.95483871,45.21612903,0.023835721,1.762329285,0.025354905,22.84615385,17.4,0.0,,473.0,-5.0,596390.0,24.4,16.18518519,1.0,30.4,10.0,,27.5,14.0,15.0,0.045339319,162.4,17.0,4.0,5.0,23.19230769,0.5735411570000001,22.96153846,0.05392737,3.44e-05,2.0,179.99615380000003,2.81e-05,21.0,191.0,0.1,3.21e-05,249.9807692,1.07e-05,0.46,12.0,,23.0,30.0,0.2,3.51,23.0,2.115285941,9.0,10.23870968,33.2,13.51612903,28.0,2.011259715,3.265278737,32.0,39.0,0.026429625,7.0,24.5,157.6,159.1,1.002180515,395.0,24.3,24.0,9.990322581,205.0,0.0,22908.54839,1280.0,0.617311072,0.533631746,1,TRAIN_012,A_31,2022-06-13 6:52
,0.994382475,45.0,0.8,,7.42e-05,1.64e-05,40.03,414.0,28.52903226,3.88e-05,30.19354839,4.72,40.5,6835.0,1.741935484,25.14814815,8.0,0.0,0.1,29.92903226,46.92903226,0.035154221,2.589126053,0.054123198,23.74074074,15.7,0.0,,477.0,-9.0,598140.0,27.0,15.88888889,1.1,30.4,15.0,,27.5,27.0,18.0,0.052321268,160.5,16.0,4.0,4.0,23.55555556,0.279096433,24.11111111,0.056656962,2.32e-05,2.0,179.9851852,4.06e-06,21.0,209.0,0.0,1.7800000000000002e-05,249.9837037,3.26e-06,0.51,3.0,,35.0,30.0,0.1,2.51,22.51851852,2.269329792,9.0,10.34516129,33.2,14.70967742,29.0,1.906464668,3.708870586,24.0,46.0,0.011445044,3.0,24.5,153.8,153.4,1.503183638,411.0,24.3,25.0,10.28387097,204.9,0.0,22974.64516,1280.0,0.427602098,0.538507937,2,TRAIN_013,A_31,2022-06-13 7:00
,2.7836784160000003,47.0,0.9,,8.41e-05,2.58e-05,40.02,228.0,28.58064516,4.44e-05,30.21290323,9.99,40.5,6854.0,1.967741935,23.92307692,8.23,0.1,0.1,29.95483871,47.6516129,0.0162698189999999,2.128710313,0.023979706,22.80769231,16.5,0.0,,480.0,-12.0,600420.0,18.6,16.37037037,1.0,30.4,-4.0,,28.0,13.0,10.0,0.041133221,169.9,17.0,4.0,4.0,23.11538462,0.606879074,22.88461538,0.051038874,3.44e-05,1.0,180.00769230000003,2.9e-05,23.0,201.0,0.0,3.13e-05,249.9811538,9.62e-06,0.87,3.0,,15.0,30.1,0.1,3.5,22.96153846,2.103098772,9.0,10.59677419,34.11935484,14.29032258,29.0,1.787380229,3.260283599,31.0,43.0,0.029630027,4.0,24.53548387,163.5,153.5,1.5031836319999998,400.0,24.31290323,24.0,11.13225806,205.0,0.0,23061.67742,1280.0,0.60036667,0.531253968,1,TRAIN_014,A_31,2022-06-13 7:08
,0.967212052,39.0,0.9,,7.5e-05,1.7e-05,40.05,414.0,28.448387100000005,3.75e-05,30.20967742,4.51,40.5,6881.0,1.032258065,25.11111111,8.0,0.0,0.2,29.93548387,46.48387097,0.0439422229999999,2.470644336,0.047147802,23.74074074,15.7,0.0,,486.0,-8.0,603500.0,17.6,15.92307692,1.0,30.4,18.0,,27.5,22.0,15.0,0.056694794,160.0,23.0,4.0,3.0,23.66666667,0.340673221,24.11111111,0.0568424409999999,3.35e-05,1.0,180.0148148,3.68e-06,21.0,194.0,0.0,2.09e-05,249.9811111,3.85e-06,0.87,11.0,,22.0,30.1,0.2,2.51,22.44444444,2.275831323,9.0,10.31612903,33.01935484,13.32258065,29.0,1.935060131,3.71591169,13.0,43.0,0.02056661,5.0,24.6,157.6,160.5,1.002122433,413.0,24.4,25.0,10.11935484,205.0,0.0,23181.70968,1280.0,0.43389535,0.5392539679999999,2,TRAIN_015,A_31,2022-06-13 7:17
,3.092507999,51.0,0.6,,7.950000000000001e-05,2.63e-05,39.59,228.0,28.71935484,4.23e-05,30.23870968,9.99,40.4,6897.0,1.096774194,24.0,8.23,0.0,0.2,29.95483871,46.46129032,0.022106384,1.668724151,0.03704949,22.88461538,16.7,0.0,,489.0,4.0,605240.0,17.8,15.77777778,1.0,30.4,7.0,,28.0,13.0,12.0,0.050649663,165.4,17.0,4.0,5.0,23.23076923,0.598324274,22.96153846,0.048369684,3.34e-05,3.0,180.0,3.14e-05,22.0,177.0,0.0,3.14e-05,249.9807692,1.07e-05,0.53,3.0,,16.0,30.1,0.2,3.5,23.03846154,2.106355976,9.0,10.42258065,33.2,13.96774194,29.0,2.018511377,3.256884396,17.0,38.0,0.03324472,3.0,24.6,163.4,151.6,1.002180515,400.0,24.4,24.0,10.7483871,205.0,0.0,23249.96774,1280.0,0.645442231,0.5340539679999999,1,TRAIN_016,A_31,2022-06-13 7:25
,0.994478203,48.0,1.1,,7.08e-05,1.74e-05,40.09,414.0,29.0,3.85e-05,30.21935484,4.79,40.5,6917.0,1.838709677,25.14814815,8.0,0.0,0.1,29.94193548,46.46774194,0.035707142,2.308711322,0.043879344,23.74074074,15.9,0.0,,493.0,-8.0,607560.0,26.0,16.37037037,1.0,30.4,7.0,,28.5,14.0,23.0,0.053333333,158.6,9.0,5.0,4.0,23.66666667,0.391741128,24.11111111,0.049729427,3.44e-05,3.0,179.9962963,5.51e-06,23.0,183.0,0.0,1.73e-05,249.9818519,3.42e-06,0.71,4.0,,14.0,30.1,0.1,3.0,22.51851852,2.276283869,9.0,10.59354839,34.12580645,14.64516129,29.0,1.739676223,3.70077212,31.0,46.0,0.022519832,4.0,24.6,163.5,157.7,1.502973244,420.0,24.4,25.0,11.2,205.0,0.0,23339.51613,1280.0,0.40152833,0.538853968,2,TRAIN_017,A_31,2022-06-13 7:33
,2.629902069,41.0,0.9,,8.55e-05,2.75e-05,40.13,228.0,28.80625,4.85e-05,30.215625,9.99,40.4,6944.0,1.25,24.03703704,8.23,0.0,0.1,29.953125,46.515625,0.045830084,1.825857918,0.033315472,22.88888889,16.1,0.0,,498.0,-1.0,610680.0,23.6,16.44444444,1.1,30.4,4.0,,28.9,12.0,14.0,0.042022292,167.9,12.0,3.0,4.0,23.25925926,0.573971475,22.96296296,0.051029092,3.85e-05,2.0,179.9925926,2.63e-05,24.0,215.0,0.0,3.14e-05,249.9825926,9.9e-06,0.51,5.0,,22.0,30.0,0.1,3.52,23.07407407,2.109427064,9.0,10.6,34.075,14.59375,29.0,1.663566865,3.279324359,29.0,42.0,0.021110067,6.0,24.671875,163.4,153.6,1.0022197590000002,397.0,24.4,24.0,11.534375,204.9,0.0,23463.0,1280.0,0.629783914,0.532169841,1,TRAIN_018,A_31,2022-06-13 7:41
,0.52147341,52.0,0.8,,,1.7100000000000002e-05,40.09,414.0,28.46875,3.929999999999999e-05,30.203125,4.65,40.5,6960.0,3.65625,25.25925926,8.0,0.1,0.1,29.934375,47.525,0.036597346,2.673826855,0.052692805,23.85185185,16.0,0.0,,501.0,-1.0,612420.0,21.3,16.81481481,1.0,30.4,10.0,,28.5,14.0,17.0,0.058452363,167.9,15.0,5.0,4.0,23.7037037,0.356477092,24.14814815,0.0534593659999999,2.94e-05,3.0,180.0074074,2.36e-05,24.0,214.0,0.0,1.7e-05,249.9803704,3.65e-06,0.52,3.0,,38.0,30.0,0.1,2.51,22.62962963,2.113595501,9.0,10.5625,33.696875,14.5625,29.0,1.457942854,3.685448897,31.0,45.0,0.022215095,6.0,24.7,157.6,153.6,0.705795279,400.0,24.425,25.0,10.840625,204.9,0.0,23533.875,1280.0,0.448919187,0.539234921,2,TRAIN_019,A_31,2022-06-13 7:49
,1.834371007,50.0,0.8,,,2.65e-05,40.02,228.0,28.43225806,4.46e-05,30.20322581,9.99,40.6,6979.0,1.7741935480000002,23.92307692,8.23,0.1,0.1,29.90967742,46.11290323,0.034370521,1.036946566,0.035133527,22.84615385,16.5,0.0,,505.0,-4.0,614670.0,15.8,17.0,1.0,30.4,4.0,,27.5,15.0,16.0,0.047392113,166.6,13.0,4.0,5.0,23.19230769,0.602103609,22.96153846,0.0528689009999999,3.6200000000000006e-05,3.0,179.99615380000003,2.52e-05,22.0,214.0,0.1,3.229999999999999e-05,249.9811538,1.0800000000000002e-05,0.52,4.0,,27.0,30.0,0.1,3.99,23.0,2.070709076,10.0,10.40645161,33.2,13.80645161,29.0,1.01459338,2.8644327410000003,23.0,39.0,0.035646125,2.0,24.7,157.6,154.7,1.080465745,398.0,24.47419355,24.0,10.55806452,205.0,0.0,23618.45161,1280.0,0.674078968,0.531179365,1,TRAIN_020,A_31,2022-06-13 7:58
,2.494590381,44.0,1.1,,,2.98e-05,39.03,253.0,28.1,5.720000000000001e-05,30.18709677,9.95,39.8,6496.0,2.096774194,22.95833333,8.33,0.1,0.1,29.88064516,46.36451613,0.019657995,1.818921202,0.035317754,22.16666667,16.4,0.0,,920.0,-1.0,672890.0,9.6,16.96296296,1.0,30.4,15.0,,28.0,14.0,15.0,0.040775226,188.2,14.0,5.0,4.0,22.54166667,0.5859878000000001,22.33333333,0.054520611,3.570000000000001e-05,3.0,179.99583330000002,2.75e-05,20.0,206.0,0.0,2.98e-05,249.9808333,9.27e-06,0.5,3.0,,13.0,30.0,0.2,3.52,22.41666667,2.716906282,9.0,10.31612903,32.98064516,13.90322581,53.0,2.143217535,3.831688236,23.0,44.0,0.034846166,8.0,23.6,157.6,159.2,1.459519964,417.0,23.36451613,24.0,9.412903226,205.0,0.0,25869.12903,1289.0,0.722772843,0.544128571,2,TRAIN_021,A_31,2022-06-14 5:58
,1.186203432,12.0,2.7,,0.000619,5.2e-05,35.6,504.0,28.58064516,0.000108,30.31290323,7.67,36.2,24933.0,0.35483871,24.29411765,8.48,0.0,0.1,30.01612903,47.40967742,0.045191298,1.6912626219999998,0.0548150959999999,23.52941176,16.0,18.0,,2632.0,-75.0,3138610.0,20.0,17.14814815,1.1,30.5,21.0,,27.6,9.0,17.0,0.0552737409999999,189.7,15.0,4.0,5.0,23.0,0.33472184,24.29411765,0.056352973,3.78e-05,8.0,180.0235294,6.39e-06,21.0,173.0,0.1,2.01e-05,249.9811765,2.78e-05,0.55,3.0,,23.0,30.1,0.1,2.51,23.05882353,2.538724792,10.0,10.35483871,33.20322581,14.16129032,6.0,1.90219266,3.417672516,8.0,46.0,0.015350166,3.0,25.0,157.6,172.9,1.502190795,424.0,24.7,25.0,10.2516129,205.0,0.0,126596.0968,1302.0,0.45314816,0.57884127,2,TRAIN_024,A_31,2022-06-16 23:46
9.82,,165.0,1.3,144.0,,,,,29.35483871,,30.25806452,,,178098.0,0.290322581,,,0.1,0.1,29.94193548,42.93870968,,,,,,,75.7,535.0,-47.0,2729130.0,28.5,6.6363636360000005,,30.7,2.0,1.3e-05,31.1,6.0,14.0,,159.9,14.0,5.0,7.0,,,,,,5.0,,,9.0,19.0,0.4,,,,0.5,6.0,66.3,20.0,29.7,0.2,,,,10.0,10.63870968,31.4516129,11.83870968,,,,5.0,28.0,,7.0,24.42903226,151.5,144.7,,401.0,24.75483871,,12.43225806,,,41222.96774,2458.0,,0.540001587,2,TRAIN_027,A_31,2022-06-19 20:18
9.76,,152.0,2.3,0.0,,,,,29.09032258,,30.20322581,,,180076.0,1.258064516,,,0.1,0.2,29.9,42.41290323,,,,,,,75.1,541.0,-38.0,2757730.0,21.5,6.181818182000001,,30.7,-4.0,1.1e-05,32.0,8.0,15.0,,160.5,15.0,6.0,7.0,,,,,,4.0,,,5.0,22.0,0.3,,,,0.5,8.0,66.9,12.0,29.9,0.2,,,,7.0,10.6483871,31.40967742,12.64516129,,,,17.0,33.0,,5.0,24.6,150.9,146.1,,400.0,24.93548387,,12.48387097,,,41633.54839,2458.0,,0.521249206,0,TRAIN_028,A_31,2022-06-19 20:26
9.68,,111.0,1.5,150.0,,,,,29.7,,30.20322581,,,188046.0,1.935483871,,,0.0,0.2,29.89354839,43.38064516,,,,,,,75.7,593.0,-31.0,3027160.0,13.4,5.5,,30.8,8.0,1.8e-05,31.1,7.0,8.0,,181.7,16.0,5.0,8.0,,,,,,5.0,,,7.0,33.0,0.4,,,,0.6,9.0,66.3,30.0,29.7,0.2,,,,8.0,10.73225806,31.49677419,12.80645161,,,,32.0,29.0,,3.0,24.0,157.8,155.5,,400.0,24.3,,12.56774194,,,46835.77419,2469.0,,0.536206349,2,TRAIN_031,A_31,2022-06-20 21:55
10.0,,167.0,0.8,152.0,,,,,29.47096774,,30.15806452,,,35685.0,2.516129032,,,0.0,0.2,29.89354839,42.41612903,,,,,,,75.7,102.0,-43.0,523530.0,25.9,6.681818182000001,,30.7,10.0,1.6e-05,29.7,8.0,7.0,,154.1,17.0,5.0,7.0,,,,,,5.0,,,11.0,17.0,0.3,,,,1.1,6.0,66.3,15.0,29.8,0.2,,,,12.0,10.71290323,31.49677419,12.25806452,,,,31.0,31.0,,6.0,24.2,153.5,150.6,,403.0,24.5,,12.62580645,,,7865.774194,2472.0,,0.548592063,2,TRAIN_032,A_31,2022-06-21 7:06
9.88,,167.0,1.4,0.0,,,,,29.33548387,,30.28709677,,,37342.0,2.516129032,,,0.0,0.2,29.97096774,42.37741935,,,,,,,75.1,107.0,-37.0,547790.0,17.4,6.5,,30.8,13.0,8.5e-06,30.1,8.0,16.0,,158.3,10.0,5.0,8.0,,,,,,4.0,,,6.0,25.0,0.1,,,,0.5,6.0,66.9,24.0,29.8,0.2,,,,7.0,10.61612903,31.57741935,13.06451613,,,,32.0,29.0,,6.0,24.4,154.8,137.9,,401.0,24.7,,12.07741935,,,8236.032258,2472.0,,0.526655556,1,TRAIN_033,A_31,2022-06-21 7:14
